order_id,date,time,Time_slots
4352,14-03-2015,21:22:53,21-22
4353,14-03-2015,21:24:48,21-22
4354,14-03-2015,22:23:19,22-23
4355,15-03-2015,11:40:06,11-12
4356,15-03-2015,11:48:27,11-12
4357,15-03-2015,11:49:01,11-12
4358,15-03-2015,12:08:34,12-13
4359,15-03-2015,12:42:51,12-13
4360,15-03-2015,13:08:00,13-14
4361,15-03-2015,13:08:26,13-14
4362,15-03-2015,13:36:20,13-14
4363,15-03-2015,13:41:43,13-14
4364,15-03-2015,13:43:32,13-14
4365,15-03-2015,13:55:25,13-14
4366,15-03-2015,14:12:24,14-15
4367,15-03-2015,14:18:34,14-15
4368,15-03-2015,14:29:45,14-15
4369,15-03-2015,15:05:40,15-16
4370,15-03-2015,15:29:07,15-16
4371,15-03-2015,15:42:34,15-16
4372,15-03-2015,15:45:56,15-16
4373,15-03-2015,15:47:01,15-16
4374,15-03-2015,15:48:11,15-16
4375,15-03-2015,16:00:44,16-17
4376,15-03-2015,16:03:18,16-17
4377,15-03-2015,16:07:56,16-17
4378,15-03-2015,16:12:31,16-17
4379,15-03-2015,16:12:56,16-17
4380,15-03-2015,16:14:57,16-17
4381,15-03-2015,16:31:44,16-17
4382,15-03-2015,16:33:38,16-17
4383,15-03-2015,16:38:07,16-17
4384,15-03-2015,16:57:07,16-17
4385,15-03-2015,17:13:38,17-18
4386,15-03-2015,17:30:07,17-18
4387,15-03-2015,18:01:50,18-19
4388,15-03-2015,18:18:55,18-19
4389,15-03-2015,18:28:12,18-19
4390,15-03-2015,18:28:49,18-19
4391,15-03-2015,18:35:20,18-19
4392,15-03-2015,18:44:40,18-19
4393,15-03-2015,18:48:37,18-19
4394,15-03-2015,18:56:08,18-19
4395,15-03-2015,19:02:12,19-20
4396,15-03-2015,19:37:36,19-20
4397,15-03-2015,19:49:03,19-20
4398,15-03-2015,19:55:56,19-20
4399,15-03-2015,20:19:34,20-21
4400,15-03-2015,20:49:02,20-21
4401,15-03-2015,21:03:16,21-22
4402,15-03-2015,21:26:48,21-22
4403,15-03-2015,22:17:47,22-23
4404,16-03-2015,11:18:16,11-12
4405,16-03-2015,11:55:19,11-12
4406,16-03-2015,12:04:29,12-13
4407,16-03-2015,12:10:54,12-13
4408,16-03-2015,12:11:56,12-13
4409,16-03-2015,12:14:11,12-13
4410,16-03-2015,12:15:47,12-13
4411,16-03-2015,12:16:56,12-13
4412,16-03-2015,12:18:01,12-13
4413,16-03-2015,12:23:40,12-13
4414,16-03-2015,12:24:49,12-13
4415,16-03-2015,12:26:22,12-13
4416,16-03-2015,12:33:50,12-13
4417,16-03-2015,12:34:38,12-13
4418,16-03-2015,12:48:27,12-13
4419,16-03-2015,13:09:10,13-14
4420,16-03-2015,13:12:50,13-14
4421,16-03-2015,13:13:23,13-14
4422,16-03-2015,13:14:57,13-14
4423,16-03-2015,13:25:45,13-14
4424,16-03-2015,13:34:37,13-14
4425,16-03-2015,13:39:34,13-14
4426,16-03-2015,13:45:41,13-14
4427,16-03-2015,13:51:45,13-14
4428,16-03-2015,14:00:48,14-15
4429,16-03-2015,14:07:00,14-15
4430,16-03-2015,14:47:48,14-15
4431,16-03-2015,14:55:57,14-15
4432,16-03-2015,15:00:56,15-16
4433,16-03-2015,15:36:28,15-16
4434,16-03-2015,16:01:07,16-17
4435,16-03-2015,16:02:07,16-17
4436,16-03-2015,16:08:15,16-17
4437,16-03-2015,16:16:14,16-17
4438,16-03-2015,16:30:22,16-17
4439,16-03-2015,16:47:29,16-17
4440,16-03-2015,16:47:41,16-17
4441,16-03-2015,16:57:19,16-17
4442,16-03-2015,17:04:37,17-18
4443,16-03-2015,17:27:27,17-18
4444,16-03-2015,17:28:55,17-18
4445,16-03-2015,17:33:20,17-18
4446,16-03-2015,17:35:10,17-18
4447,16-03-2015,17:46:16,17-18
4448,16-03-2015,17:47:46,17-18
4449,16-03-2015,17:49:16,17-18
4450,16-03-2015,18:16:34,18-19
4451,16-03-2015,18:21:03,18-19
4452,16-03-2015,18:25:34,18-19
4453,16-03-2015,18:28:00,18-19
4454,16-03-2015,18:29:04,18-19
4455,16-03-2015,18:30:50,18-19
4456,16-03-2015,18:33:20,18-19
4457,16-03-2015,18:41:34,18-19
4458,16-03-2015,19:02:27,19-20
4459,16-03-2015,19:07:02,19-20
4460,16-03-2015,19:08:35,19-20
4461,16-03-2015,19:12:14,19-20
4462,16-03-2015,19:17:34,19-20
4463,16-03-2015,19:27:52,19-20
4464,16-03-2015,19:28:38,19-20
4465,16-03-2015,19:47:28,19-20
4466,16-03-2015,19:51:03,19-20
4467,16-03-2015,20:29:39,20-21
4468,16-03-2015,21:13:23,21-22
4469,16-03-2015,22:47:49,22-23
4470,17-03-2015,11:40:42,11-12
4471,17-03-2015,11:43:47,11-12
4472,17-03-2015,11:58:27,11-12
4473,17-03-2015,12:18:19,12-13
4474,17-03-2015,12:33:23,12-13
4475,17-03-2015,12:56:00,12-13
4476,17-03-2015,12:59:34,12-13
4477,17-03-2015,13:03:10,13-14
4478,17-03-2015,13:13:09,13-14
4479,17-03-2015,13:33:20,13-14
4480,17-03-2015,13:41:29,13-14
4481,17-03-2015,13:46:18,13-14
4482,17-03-2015,13:57:38,13-14
4483,17-03-2015,14:14:26,14-15
4484,17-03-2015,14:22:39,14-15
4485,17-03-2015,14:30:10,14-15
4486,17-03-2015,14:32:42,14-15
4487,17-03-2015,14:41:19,14-15
4488,17-03-2015,14:57:23,14-15
4489,17-03-2015,15:26:41,15-16
4490,17-03-2015,15:35:21,15-16
4491,17-03-2015,15:38:00,15-16
4492,17-03-2015,15:48:20,15-16
4493,17-03-2015,16:05:41,16-17
4494,17-03-2015,16:07:40,16-17
4495,17-03-2015,16:09:57,16-17
4496,17-03-2015,16:15:33,16-17
4497,17-03-2015,16:17:25,16-17
4498,17-03-2015,16:22:45,16-17
4499,17-03-2015,16:33:13,16-17
4500,17-03-2015,16:45:03,16-17
4501,17-03-2015,16:48:42,16-17
4502,17-03-2015,16:50:12,16-17
4503,17-03-2015,17:03:36,17-18
4504,17-03-2015,17:04:25,17-18
4505,17-03-2015,17:17:44,17-18
4506,17-03-2015,17:18:34,17-18
4507,17-03-2015,17:25:02,17-18
4508,17-03-2015,17:27:45,17-18
4509,17-03-2015,17:29:30,17-18
4510,17-03-2015,17:54:33,17-18
4511,17-03-2015,17:57:13,17-18
4512,17-03-2015,18:05:39,18-19
4513,17-03-2015,18:20:51,18-19
4514,17-03-2015,18:29:17,18-19
4515,17-03-2015,18:35:13,18-19
4516,17-03-2015,18:59:02,18-19
4517,17-03-2015,19:00:53,19-20
4518,17-03-2015,19:06:28,19-20
4519,17-03-2015,19:13:55,19-20
4520,17-03-2015,19:18:13,19-20
4521,17-03-2015,19:18:43,19-20
4522,17-03-2015,19:21:11,19-20
4523,17-03-2015,19:27:52,19-20
4524,17-03-2015,19:34:54,19-20
4525,17-03-2015,19:35:19,19-20
4526,17-03-2015,19:37:48,19-20
4527,17-03-2015,19:49:58,19-20
4528,17-03-2015,19:50:37,19-20
4529,17-03-2015,19:53:48,19-20
4530,17-03-2015,19:58:25,19-20
4531,17-03-2015,20:12:16,20-21
4532,17-03-2015,20:24:54,20-21
4533,17-03-2015,20:25:53,20-21
4534,17-03-2015,20:45:20,20-21
4535,17-03-2015,20:49:48,20-21
4536,17-03-2015,21:06:40,21-22
4537,17-03-2015,21:09:17,21-22
4538,17-03-2015,21:31:30,21-22
4539,17-03-2015,21:34:31,21-22
4540,17-03-2015,21:58:59,21-22
4541,18-03-2015,11:34:26,11-12
4542,18-03-2015,11:37:55,11-12
4543,18-03-2015,12:06:46,12-13
4544,18-03-2015,12:08:52,12-13
4545,18-03-2015,12:09:38,12-13
4546,18-03-2015,12:12:52,12-13
4547,18-03-2015,12:12:58,12-13
4548,18-03-2015,12:29:44,12-13
4549,18-03-2015,12:31:00,12-13
4550,18-03-2015,12:45:18,12-13
4551,18-03-2015,12:48:02,12-13
4552,18-03-2015,12:50:24,12-13
4553,18-03-2015,12:50:30,12-13
4554,18-03-2015,12:53:36,12-13
4555,18-03-2015,13:07:53,13-14
4556,18-03-2015,13:09:57,13-14
4557,18-03-2015,13:24:33,13-14
4558,18-03-2015,13:25:12,13-14
4559,18-03-2015,13:26:03,13-14
4560,18-03-2015,13:33:58,13-14
4561,18-03-2015,13:37:16,13-14
4562,18-03-2015,13:45:29,13-14
4563,18-03-2015,14:03:10,14-15
4564,18-03-2015,14:15:58,14-15
4565,18-03-2015,14:22:15,14-15
4566,18-03-2015,14:59:13,14-15
4567,18-03-2015,15:44:50,15-16
4568,18-03-2015,16:19:49,16-17
4569,18-03-2015,16:27:52,16-17
4570,18-03-2015,17:02:20,17-18
4571,18-03-2015,17:13:04,17-18
4572,18-03-2015,17:23:10,17-18
4573,18-03-2015,17:24:44,17-18
4574,18-03-2015,17:27:06,17-18
4575,18-03-2015,17:27:18,17-18
4576,18-03-2015,17:30:49,17-18
4577,18-03-2015,17:51:20,17-18
4578,18-03-2015,17:59:02,17-18
4579,18-03-2015,18:04:32,18-19
4580,18-03-2015,18:11:13,18-19
4581,18-03-2015,18:15:20,18-19
4582,18-03-2015,18:27:57,18-19
4583,18-03-2015,18:37:23,18-19
4584,18-03-2015,18:55:30,18-19
4585,18-03-2015,19:00:56,19-20
4586,18-03-2015,19:01:59,19-20
4587,18-03-2015,19:30:25,19-20
4588,18-03-2015,19:43:01,19-20
4589,18-03-2015,19:57:35,19-20
4590,18-03-2015,20:03:05,20-21
4591,18-03-2015,20:04:42,20-21
4592,18-03-2015,20:05:46,20-21
4593,18-03-2015,20:08:10,20-21
4594,18-03-2015,20:19:08,20-21
4595,18-03-2015,20:41:38,20-21
4596,18-03-2015,20:42:12,20-21
4597,18-03-2015,20:45:48,20-21
4598,18-03-2015,21:05:40,21-22
4599,18-03-2015,21:13:49,21-22
4600,18-03-2015,21:35:26,21-22
4601,18-03-2015,22:27:51,22-23
4602,18-03-2015,22:28:11,22-23
4603,19-03-2015,11:24:09,11-12
4604,19-03-2015,11:27:07,11-12
4605,19-03-2015,11:31:04,11-12
4606,19-03-2015,11:40:23,11-12
4607,19-03-2015,11:40:57,11-12
4608,19-03-2015,11:45:56,11-12
4609,19-03-2015,12:02:16,12-13
4610,19-03-2015,12:20:14,12-13
4611,19-03-2015,12:26:04,12-13
4612,19-03-2015,12:27:44,12-13
4613,19-03-2015,12:57:29,12-13
4614,19-03-2015,13:02:47,13-14
4615,19-03-2015,13:04:55,13-14
4616,19-03-2015,13:06:44,13-14
4617,19-03-2015,13:14:22,13-14
4618,19-03-2015,13:18:06,13-14
4619,19-03-2015,13:21:51,13-14
4620,19-03-2015,13:37:11,13-14
4621,19-03-2015,13:39:12,13-14
4622,19-03-2015,14:31:45,14-15
4623,19-03-2015,14:41:44,14-15
4624,19-03-2015,14:59:35,14-15
4625,19-03-2015,15:42:30,15-16
4626,19-03-2015,15:45:01,15-16
4627,19-03-2015,16:04:23,16-17
4628,19-03-2015,16:16:31,16-17
4629,19-03-2015,16:24:30,16-17
4630,19-03-2015,16:51:19,16-17
4631,19-03-2015,17:20:17,17-18
4632,19-03-2015,17:25:31,17-18
4633,19-03-2015,17:28:29,17-18
4634,19-03-2015,17:44:39,17-18
4635,19-03-2015,17:45:58,17-18
4636,19-03-2015,17:58:30,17-18
4637,19-03-2015,18:04:27,18-19
4638,19-03-2015,18:18:28,18-19
4639,19-03-2015,18:19:16,18-19
4640,19-03-2015,18:35:46,18-19
4641,19-03-2015,18:37:11,18-19
4642,19-03-2015,19:05:06,19-20
4643,19-03-2015,19:11:53,19-20
4644,19-03-2015,19:18:36,19-20
4645,19-03-2015,19:21:02,19-20
4646,19-03-2015,19:22:44,19-20
4647,19-03-2015,19:36:47,19-20
4648,19-03-2015,19:40:10,19-20
4649,19-03-2015,19:43:03,19-20
4650,19-03-2015,19:48:15,19-20
4651,19-03-2015,19:55:20,19-20
4652,19-03-2015,19:57:11,19-20
4653,19-03-2015,20:16:45,20-21
4654,19-03-2015,20:23:12,20-21
4655,19-03-2015,20:30:29,20-21
4656,19-03-2015,20:43:33,20-21
4657,19-03-2015,20:48:08,20-21
4658,19-03-2015,21:34:17,21-22
4659,19-03-2015,21:53:59,21-22
4660,19-03-2015,22:14:01,22-23
4661,20-03-2015,11:33:30,11-12
4662,20-03-2015,11:47:53,11-12
4663,20-03-2015,12:12:03,12-13
4664,20-03-2015,12:24:44,12-13
4665,20-03-2015,12:39:39,12-13
4666,20-03-2015,12:40:13,12-13
4667,20-03-2015,12:52:56,12-13
4668,20-03-2015,12:53:37,12-13
4669,20-03-2015,12:55:55,12-13
4670,20-03-2015,12:56:01,12-13
4671,20-03-2015,13:02:39,13-14
4672,20-03-2015,13:09:27,13-14
4673,20-03-2015,13:18:11,13-14
4674,20-03-2015,13:27:07,13-14
4675,20-03-2015,13:27:10,13-14
4676,20-03-2015,13:28:26,13-14
4677,20-03-2015,13:43:36,13-14
4678,20-03-2015,13:52:15,13-14
4679,20-03-2015,14:03:43,14-15
4680,20-03-2015,14:09:05,14-15
4681,20-03-2015,14:19:44,14-15
4682,20-03-2015,14:58:30,14-15
4683,20-03-2015,15:03:44,15-16
4684,20-03-2015,15:40:10,15-16
4685,20-03-2015,15:40:29,15-16
4686,20-03-2015,15:58:56,15-16
4687,20-03-2015,16:51:47,16-17
4688,20-03-2015,16:52:55,16-17
4689,20-03-2015,16:54:26,16-17
4690,20-03-2015,17:03:46,17-18
4691,20-03-2015,17:06:29,17-18
4692,20-03-2015,17:35:37,17-18
4693,20-03-2015,17:37:54,17-18
4694,20-03-2015,17:38:33,17-18
4695,20-03-2015,18:04:31,18-19
4696,20-03-2015,18:10:14,18-19
4697,20-03-2015,18:24:39,18-19
4698,20-03-2015,18:29:47,18-19
4699,20-03-2015,18:44:52,18-19
4700,20-03-2015,18:49:15,18-19
4701,20-03-2015,18:49:32,18-19
4702,20-03-2015,18:54:47,18-19
4703,20-03-2015,18:54:51,18-19
4704,20-03-2015,19:01:03,19-20
4705,20-03-2015,19:07:12,19-20
4706,20-03-2015,19:16:21,19-20
4707,20-03-2015,19:27:09,19-20
4708,20-03-2015,19:31:55,19-20
4709,20-03-2015,19:34:01,19-20
4710,20-03-2015,19:50:29,19-20
4711,20-03-2015,19:52:39,19-20
4712,20-03-2015,19:56:47,19-20
4713,20-03-2015,20:08:33,20-21
4714,20-03-2015,20:08:46,20-21
4715,20-03-2015,20:16:44,20-21
4716,20-03-2015,20:33:22,20-21
4717,20-03-2015,20:56:46,20-21
4718,20-03-2015,21:11:17,21-22
4719,20-03-2015,21:21:56,21-22
4720,20-03-2015,21:28:14,21-22
4721,20-03-2015,21:37:57,21-22
4722,20-03-2015,21:49:53,21-22
4723,20-03-2015,21:52:10,21-22
4724,20-03-2015,22:09:09,22-23
4725,20-03-2015,22:20:00,22-23
4726,20-03-2015,22:28:53,22-23
4727,21-03-2015,11:31:39,11-12
4728,21-03-2015,11:48:59,11-12
4729,21-03-2015,11:56:23,11-12
4730,21-03-2015,12:40:30,12-13
4731,21-03-2015,12:50:12,12-13
4732,21-03-2015,13:02:15,13-14
4733,21-03-2015,13:08:31,13-14
4734,21-03-2015,13:10:35,13-14
4735,21-03-2015,13:20:32,13-14
4736,21-03-2015,13:35:05,13-14
4737,21-03-2015,13:37:53,13-14
4738,21-03-2015,13:50:27,13-14
4739,21-03-2015,13:56:44,13-14
4740,21-03-2015,14:06:07,14-15
4741,21-03-2015,14:06:09,14-15
4742,21-03-2015,14:06:43,14-15
4743,21-03-2015,14:17:42,14-15
4744,21-03-2015,14:19:17,14-15
4745,21-03-2015,14:21:26,14-15
4746,21-03-2015,14:31:37,14-15
4747,21-03-2015,14:38:22,14-15
4748,21-03-2015,14:40:36,14-15
4749,21-03-2015,14:46:54,14-15
4750,21-03-2015,15:17:26,15-16
4751,21-03-2015,15:21:55,15-16
4752,21-03-2015,16:05:39,16-17
4753,21-03-2015,16:12:25,16-17
4754,21-03-2015,16:28:54,16-17
4755,21-03-2015,16:40:27,16-17
4756,21-03-2015,16:51:43,16-17
4757,21-03-2015,16:52:17,16-17
4758,21-03-2015,17:07:20,17-18
4759,21-03-2015,17:08:35,17-18
4760,21-03-2015,17:26:32,17-18
4761,21-03-2015,18:10:58,18-19
4762,21-03-2015,18:39:15,18-19
4763,21-03-2015,18:44:01,18-19
4764,21-03-2015,18:52:00,18-19
4765,21-03-2015,18:53:49,18-19
4766,21-03-2015,19:04:51,19-20
4767,21-03-2015,19:20:15,19-20
4768,21-03-2015,19:32:01,19-20
4769,21-03-2015,19:41:04,19-20
4770,21-03-2015,19:41:16,19-20
4771,21-03-2015,19:49:47,19-20
4772,21-03-2015,19:53:41,19-20
4773,21-03-2015,20:04:52,20-21
4774,21-03-2015,20:14:45,20-21
4775,21-03-2015,20:15:09,20-21
4776,21-03-2015,20:15:27,20-21
4777,21-03-2015,20:35:51,20-21
4778,21-03-2015,20:38:40,20-21
4779,21-03-2015,21:35:31,21-22
4780,21-03-2015,21:47:02,21-22
4781,21-03-2015,21:58:12,21-22
4782,21-03-2015,22:15:37,22-23
4783,22-03-2015,12:01:30,12-13
4784,22-03-2015,12:23:54,12-13
4785,22-03-2015,12:31:46,12-13
4786,22-03-2015,12:54:56,12-13
4787,22-03-2015,13:01:37,13-14
4788,22-03-2015,13:26:50,13-14
4789,22-03-2015,13:56:27,13-14
4790,22-03-2015,13:57:47,13-14
4791,22-03-2015,14:25:24,14-15
4792,22-03-2015,14:42:50,14-15
4793,22-03-2015,14:56:38,14-15
4794,22-03-2015,15:54:26,15-16
4795,22-03-2015,16:01:29,16-17
4796,22-03-2015,16:09:49,16-17
4797,22-03-2015,16:16:29,16-17
4798,22-03-2015,16:21:33,16-17
4799,22-03-2015,16:32:35,16-17
4800,22-03-2015,16:49:55,16-17
4801,22-03-2015,17:08:48,17-18
4802,22-03-2015,17:37:13,17-18
4803,22-03-2015,17:50:14,17-18
4804,22-03-2015,17:52:20,17-18
4805,22-03-2015,18:10:30,18-19
4806,22-03-2015,18:14:21,18-19
4807,22-03-2015,18:26:11,18-19
4808,22-03-2015,18:57:35,18-19
4809,22-03-2015,19:18:35,19-20
4810,22-03-2015,19:23:28,19-20
4811,22-03-2015,19:34:54,19-20
4812,22-03-2015,19:35:48,19-20
4813,22-03-2015,19:52:54,19-20
4814,22-03-2015,20:30:11,20-21
4815,22-03-2015,20:52:46,20-21
4816,22-03-2015,20:55:27,20-21
4817,22-03-2015,21:08:01,21-22
4818,22-03-2015,21:31:24,21-22
4819,22-03-2015,21:58:31,21-22
4820,23-03-2015,11:18:22,11-12
4821,23-03-2015,11:23:52,11-12
4822,23-03-2015,11:31:48,11-12
4823,23-03-2015,11:38:21,11-12
4824,23-03-2015,11:40:00,11-12
4825,23-03-2015,11:48:12,11-12
4826,23-03-2015,11:56:58,11-12
4827,23-03-2015,12:04:18,12-13
4828,23-03-2015,12:10:12,12-13
4829,23-03-2015,12:14:01,12-13
4830,23-03-2015,12:40:25,12-13
4831,23-03-2015,12:46:10,12-13
4832,23-03-2015,12:47:25,12-13
4833,23-03-2015,12:49:53,12-13
4834,23-03-2015,12:51:24,12-13
4835,23-03-2015,12:55:41,12-13
4836,23-03-2015,12:57:49,12-13
4837,23-03-2015,13:04:56,13-14
4838,23-03-2015,13:14:04,13-14
4839,23-03-2015,13:39:44,13-14
4840,23-03-2015,13:42:58,13-14
4841,23-03-2015,13:45:24,13-14
4842,23-03-2015,13:59:42,13-14
4843,23-03-2015,14:03:50,14-15
4844,23-03-2015,14:48:44,14-15
4845,23-03-2015,15:30:17,15-16
4846,23-03-2015,15:31:14,15-16
4847,23-03-2015,16:08:52,16-17
4848,23-03-2015,16:18:18,16-17
4849,23-03-2015,16:30:24,16-17
4850,23-03-2015,16:30:47,16-17
4851,23-03-2015,16:36:52,16-17
4852,23-03-2015,16:41:38,16-17
4853,23-03-2015,16:58:43,16-17
4854,23-03-2015,17:03:09,17-18
4855,23-03-2015,17:08:22,17-18
4856,23-03-2015,17:09:52,17-18
4857,23-03-2015,17:10:42,17-18
4858,23-03-2015,17:20:36,17-18
4859,23-03-2015,17:30:36,17-18
4860,23-03-2015,17:40:49,17-18
4861,23-03-2015,17:59:40,17-18
4862,23-03-2015,18:11:50,18-19
4863,23-03-2015,18:18:12,18-19
4864,23-03-2015,18:50:25,18-19
4865,23-03-2015,18:58:05,18-19
4866,23-03-2015,19:20:18,19-20
4867,23-03-2015,19:21:09,19-20
4868,23-03-2015,19:39:40,19-20
4869,23-03-2015,19:43:40,19-20
4870,23-03-2015,19:50:49,19-20
4871,23-03-2015,19:54:00,19-20
4872,23-03-2015,20:09:11,20-21
4873,23-03-2015,20:25:39,20-21
4874,23-03-2015,20:31:44,20-21
4875,23-03-2015,20:55:17,20-21
4876,23-03-2015,21:07:34,21-22
4877,23-03-2015,22:05:32,22-23
4878,23-03-2015,22:12:04,22-23
4879,23-03-2015,22:19:06,22-23
4880,23-03-2015,22:39:18,22-23
4881,24-03-2015,11:16:40,11-12
4882,24-03-2015,11:20:32,11-12
4883,24-03-2015,11:44:46,11-12
4884,24-03-2015,11:45:15,11-12
4885,24-03-2015,11:57:15,11-12
4886,24-03-2015,12:00:25,12-13
4887,24-03-2015,12:04:00,12-13
4888,24-03-2015,12:19:14,12-13
4889,24-03-2015,12:21:23,12-13
4890,24-03-2015,12:26:16,12-13
4891,24-03-2015,12:26:41,12-13
4892,24-03-2015,12:49:05,12-13
4893,24-03-2015,12:53:26,12-13
4894,24-03-2015,12:54:29,12-13
4895,24-03-2015,12:57:03,12-13
4896,24-03-2015,13:05:31,13-14
4897,24-03-2015,13:11:23,13-14
4898,24-03-2015,13:22:58,13-14
4899,24-03-2015,14:14:11,14-15
4900,24-03-2015,14:28:06,14-15
4901,24-03-2015,14:42:01,14-15
4902,24-03-2015,15:31:33,15-16
4903,24-03-2015,15:57:20,15-16
4904,24-03-2015,16:00:10,16-17
4905,24-03-2015,16:07:27,16-17
4906,24-03-2015,16:25:58,16-17
4907,24-03-2015,16:28:16,16-17
4908,24-03-2015,16:34:25,16-17
4909,24-03-2015,16:39:37,16-17
4910,24-03-2015,16:43:09,16-17
4911,24-03-2015,16:50:08,16-17
4912,24-03-2015,16:58:45,16-17
4913,24-03-2015,17:04:55,17-18
4914,24-03-2015,17:07:49,17-18
4915,24-03-2015,17:08:31,17-18
4916,24-03-2015,17:10:38,17-18
4917,24-03-2015,17:28:09,17-18
4918,24-03-2015,17:33:38,17-18
4919,24-03-2015,17:39:17,17-18
4920,24-03-2015,17:39:24,17-18
4921,24-03-2015,17:59:12,17-18
4922,24-03-2015,18:10:44,18-19
4923,24-03-2015,18:48:54,18-19
4924,24-03-2015,18:53:06,18-19
4925,24-03-2015,18:57:07,18-19
4926,24-03-2015,19:00:07,19-20
4927,24-03-2015,19:38:31,19-20
4928,24-03-2015,19:44:15,19-20
4929,24-03-2015,19:49:39,19-20
4930,24-03-2015,19:57:44,19-20
4931,24-03-2015,20:01:03,20-21
4932,24-03-2015,20:20:11,20-21
4933,24-03-2015,20:32:57,20-21
4934,24-03-2015,20:37:52,20-21
4935,24-03-2015,20:56:05,20-21
4936,24-03-2015,21:06:17,21-22
4937,24-03-2015,22:03:54,22-23
4938,24-03-2015,22:14:02,22-23
4939,24-03-2015,22:20:17,22-23
4940,24-03-2015,22:20:25,22-23
4941,25-03-2015,11:32:56,11-12
4942,25-03-2015,11:37:54,11-12
4943,25-03-2015,11:53:09,11-12
4944,25-03-2015,11:53:50,11-12
4945,25-03-2015,12:00:40,12-13
4946,25-03-2015,12:06:23,12-13
4947,25-03-2015,12:09:12,12-13
4948,25-03-2015,12:11:42,12-13
4949,25-03-2015,12:20:42,12-13
4950,25-03-2015,12:22:09,12-13
4951,25-03-2015,12:41:13,12-13
4952,25-03-2015,12:43:12,12-13
4953,25-03-2015,13:00:56,13-14
4954,25-03-2015,13:02:58,13-14
4955,25-03-2015,13:10:57,13-14
4956,25-03-2015,13:26:18,13-14
4957,25-03-2015,13:34:24,13-14
4958,25-03-2015,13:36:37,13-14
4959,25-03-2015,13:49:25,13-14
4960,25-03-2015,13:58:48,13-14
4961,25-03-2015,14:01:43,14-15
4962,25-03-2015,14:34:44,14-15
4963,25-03-2015,14:57:26,14-15
4964,25-03-2015,15:42:29,15-16
4965,25-03-2015,16:12:29,16-17
4966,25-03-2015,16:43:47,16-17
4967,25-03-2015,17:02:42,17-18
4968,25-03-2015,17:07:45,17-18
4969,25-03-2015,17:13:34,17-18
4970,25-03-2015,17:32:07,17-18
4971,25-03-2015,17:37:50,17-18
4972,25-03-2015,17:43:05,17-18
4973,25-03-2015,17:49:01,17-18
4974,25-03-2015,17:59:15,17-18
4975,25-03-2015,18:05:54,18-19
4976,25-03-2015,18:11:17,18-19
4977,25-03-2015,18:20:35,18-19
4978,25-03-2015,18:35:12,18-19
4979,25-03-2015,18:57:01,18-19
4980,25-03-2015,19:02:39,19-20
4981,25-03-2015,19:12:01,19-20
4982,25-03-2015,19:21:56,19-20
4983,25-03-2015,19:39:31,19-20
4984,25-03-2015,19:52:33,19-20
4985,25-03-2015,20:00:01,20-21
4986,25-03-2015,20:06:38,20-21
4987,25-03-2015,20:34:13,20-21
4988,25-03-2015,20:44:56,20-21
4989,25-03-2015,20:54:18,20-21
4990,25-03-2015,21:02:20,21-22
4991,25-03-2015,21:09:19,21-22
4992,25-03-2015,21:11:28,21-22
4993,25-03-2015,21:13:53,21-22
4994,25-03-2015,21:26:47,21-22
4995,25-03-2015,21:26:57,21-22
4996,25-03-2015,22:16:46,22-23
4997,26-03-2015,11:22:59,11-12
4998,26-03-2015,11:34:32,11-12
4999,26-03-2015,11:37:06,11-12
5000,26-03-2015,11:37:43,11-12
5001,26-03-2015,11:44:02,11-12
5002,26-03-2015,11:46:28,11-12
5003,26-03-2015,11:50:45,11-12
5004,26-03-2015,12:00:55,12-13
5005,26-03-2015,12:18:13,12-13
5006,26-03-2015,12:24:39,12-13
5007,26-03-2015,12:38:04,12-13
5008,26-03-2015,12:39:34,12-13
5009,26-03-2015,12:45:57,12-13
5010,26-03-2015,12:48:02,12-13
5011,26-03-2015,12:55:44,12-13
5012,26-03-2015,13:12:34,13-14
5013,26-03-2015,13:14:23,13-14
5014,26-03-2015,13:34:44,13-14
5015,26-03-2015,13:35:54,13-14
5016,26-03-2015,13:53:46,13-14
5017,26-03-2015,13:58:44,13-14
5018,26-03-2015,14:06:09,14-15
5019,26-03-2015,14:12:31,14-15
5020,26-03-2015,14:15:57,14-15
5021,26-03-2015,14:23:00,14-15
5022,26-03-2015,14:23:37,14-15
5023,26-03-2015,14:37:13,14-15
5024,26-03-2015,14:40:47,14-15
5025,26-03-2015,14:54:00,14-15
5026,26-03-2015,15:16:07,15-16
5027,26-03-2015,15:37:15,15-16
5028,26-03-2015,15:46:49,15-16
5029,26-03-2015,15:55:20,15-16
5030,26-03-2015,16:09:58,16-17
5031,26-03-2015,16:17:47,16-17
5032,26-03-2015,16:20:57,16-17
5033,26-03-2015,16:30:33,16-17
5034,26-03-2015,16:51:53,16-17
5035,26-03-2015,17:00:18,17-18
5036,26-03-2015,17:10:08,17-18
5037,26-03-2015,17:10:13,17-18
5038,26-03-2015,17:12:05,17-18
5039,26-03-2015,17:30:05,17-18
5040,26-03-2015,17:40:27,17-18
5041,26-03-2015,17:43:00,17-18
5042,26-03-2015,17:50:15,17-18
5043,26-03-2015,17:55:08,17-18
5044,26-03-2015,17:58:03,17-18
5045,26-03-2015,18:12:55,18-19
5046,26-03-2015,18:17:36,18-19
5047,26-03-2015,18:23:08,18-19
5048,26-03-2015,18:34:53,18-19
5049,26-03-2015,18:40:21,18-19
5050,26-03-2015,18:45:15,18-19
